iter	RMSE
676	592.7104208
677	592.4453456
678	590.4314153
679	589.7788461
680	589.0527396
681	588.6421086
682	587.2791046
683	585.465006
684	583.8973353
685	583.5277731
686	583.2789742
687	582.7148974
688	582.1954322
689	580.9468667
690	580.3135046
691	579.5627124
692	578.8702012
693	578.0939965
694	577.1894182
695	576.7643613
696	575.9491955
697	574.8775066
698	574.3078069
699	573.929592
700	572.7921121
701	571.7161695
702	570.9506507
703	569.8142509
704	568.7403169
705	568.221193
706	566.9204563
707	566.0065141
708	565.422074
709	565.0185827
710	564.4076558
711	564.0295015
712	563.043855
713	562.2994466
714	561.632341
715	561.2857665
716	560.9619598
717	560.3897896
718	560.3145204
719	560.1011135
720	559.0801064
721	558.8710552
722	557.5219312
723	556.5281078
724	555.163222
725	554.7365963
726	554.204568
727	553.6134466
728	553.1467228
729	552.0786349
730	551.8409007
731	551.5405069
732	551.0864404
733	550.458808
734	550.003571
735	548.7578545
736	548.4054296
737	546.7650568
738	546.3567968
739	546.1346833
740	545.9793364
741	545.3355665
742	544.9384227
743	544.1308042
744	543.6508698
745	542.7308747
746	542.3254189
747	541.438158
748	541.1677909
749	540.3853268
750	539.9509595
751	539.7985671
752	538.9320317
753	538.4810613
754	538.0978242
755	536.5498118
756	535.3633801
757	535.2138619
758	534.3739026
759	533.8255377
760	532.8275821
761	532.4573608
762	531.8514752
763	530.8417093
764	530.4563786
765	529.2536299
766	528.3296384
767	528.1224776
768	527.2201997
769	526.6502008
770	526.2594756
771	525.8023486
772	524.6708274
773	524.3831551
774	523.3492835
775	522.7939888
776	522.5023116
777	521.329225
778	520.467497
779	520.3566423
780	520.0461754
781	518.8116248
782	517.7347204
783	516.590843
784	516.3331982
785	516.0545243
786	515.6125143
787	514.7969651
788	513.7081855
789	513.4197805
790	513.153238
791	512.3514297
792	511.5589113
793	510.6434042
794	509.6031863
795	509.3397164
796	508.3235693
797	507.9505996
798	506.9018386
799	506.1745285
800	505.7728274
801	504.4406773
802	503.4939405
803	502.5420345
804	502.1911226
805	501.8859312
806	501.7230915
807	501.4749424
808	500.9606898
809	500.6746759
810	500.4946454
811	499.5821386
812	498.8297823
813	498.1034235
814	497.1461283
815	496.4975485
816	495.7523185
817	494.9472319
818	494.4081737
819	493.5223004
820	492.8141174
821	491.9268336
822	491.6698353
823	491.1954522
824	490.2133087
825	489.4867731
826	488.547048
827	488.0586617
828	487.3728496
829	486.7601086
830	486.4889576
831	486.0306909
832	485.703773
833	484.8942031
834	484.3241606
835	483.5835116
836	483.2706249
837	482.5815154
838	481.9227135
839	481.0949113
840	480.779414
841	479.7063036
842	479.4513031
843	479.1413939
844	478.4701167
845	478.4180317
846	478.2460331
847	477.8740193
848	477.5914554
849	477.3419728
850	476.6848733
851	476.4308782
852	475.7400638
853	475.0760191
854	474.6552937
855	474.1057411
856	473.2289889
857	472.556511
858	472.1326064
859	471.9704241
860	471.8134355
861	471.3760644
862	471.0597865
863	470.5136566
864	470.2078456
865	469.4476845
866	468.8155486
867	467.6815686
868	467.2898221
869	466.868934
870	466.3446523
871	465.6896797
872	465.5363285
873	464.9575138
874	464.266081
875	463.5907662
876	462.5929951
877	462.2400331
878	461.291022
879	460.3615928
880	459.7555136
881	459.6955204
882	459.4615452
883	459.1340882
884	458.6395415
885	457.9132544
886	457.6841141
887	457.0611759
888	456.4261028
889	456.0333246
890	455.9364294
891	455.8004864
892	455.5477298
893	454.9628983
894	454.4786751
895	454.2729567
896	453.6004859
897	453.3840289
898	452.8052493
899	452.5457251
900	452.2629516
901	452.1321014
902	451.8144391
903	451.0533566
904	450.9449332
905	450.5716573
906	450.0320721
907	449.534832
908	449.3929634
909	449.2617007
910	449.1558528
911	448.6141141
912	447.7493358
913	447.3997498
914	446.6522523
915	445.7888898
916	445.5786978
917	445.0445919
918	444.9341488
919	444.876583
920	444.8146589
921	444.7193106
922	444.630014
923	444.0209871
924	443.743333
925	442.7972024
926	442.4738475
927	442.0914268
928	441.7717281
929	440.9653575
930	440.461701
931	440.2168103
932	439.9809901
933	439.2567672
934	439.018654
935	438.2198493
936	438.0087628
937	437.2070566
938	436.4497496
939	436.2434926
940	435.876291
941	435.0349134
942	434.2870091
943	433.5799355
944	432.9313127
945	432.4982593
946	432.1579859
947	431.4733243
948	430.94572
949	430.6826747
950	430.5787482
951	430.1022672
952	429.9356595
953	429.4671578
954	428.7876691
955	428.6707094
956	428.2923669
957	428.2268519
958	427.7208918
959	427.5358591
960	427.43873
961	427.3907848
962	426.838521
963	426.3183035
964	425.7835084
965	425.7154064
966	425.6433726
967	425.3492338
968	425.0390259
969	424.3481944
970	423.7805669
971	423.4149153
972	422.8912362
973	422.8288384
974	422.7297503
975	422.3245949
976	421.888089
977	421.8184693
978	421.4467606
979	421.0766358
980	420.3608525
981	419.8440332
982	419.3303852
983	418.7174606
984	418.3030399
985	417.6245586
986	417.1378647
987	417.0397196
988	416.5169638
989	416.338022
990	416.0692803
991	415.5408437
992	415.4328043
993	415.1357161
994	414.5036281
995	413.8180749
996	413.4066966
997	413.350846
998	412.7542941
999	412.563471
